barrage	keyword
驾驶不规范，行人两行泪	陆地载具
驾驶室的窗户可以打穿吗	陆地载具
可以，这个驾驶技术不错	陆地载具
驾驶证多少钱买的呀？	陆地载具
吉普后轮驱动	陆地载具
吉普目标大啊	陆地载具
暴怒的吉普车	陆地载具
开开吉普一撞	陆地载具
蹦蹦撞车无敌	陆地载具
蹦蹦就要打轮	陆地载具
蹦蹦质量真好	陆地载具
死亡三蹦子，要来了	陆地载具
三蹦子最难开	陆地载具
三蹦子真过瘾	陆地载具
找到个蹦蹦车怎么办	陆地载具
我最喜欢开蹦蹦	陆地载具
蹦蹦撞车无敌	陆地载具
蹦蹦就要打轮	陆地载具
蹦蹦质量真好	陆地载具
死亡三蹦子，要来了	陆地载具
三蹦子最难开	陆地载具
三蹦子真过瘾	陆地载具
桑塔纳跟保时捷4档速度是一样的吗	陆地载具
马路小流氓，还得桑塔纳	陆地载具
大屁股桑塔纳	陆地载具
无敌桑塔纳	陆地载具
多点汽油，多点燃烧瓶，多点手雷，专炸装甲车	陆地载具
汽油桶怎么杀人	陆地载具
汽油桶这样玩，在桶旁边放个饮料啥的，蹲着别人来捡了就打	陆地载具
一会儿别人打汽油桶你就笑了	陆地载具
有段时间没玩了，现在汽油桶很有用吗？？	陆地载具
汽油桶能打爆吗	陆地载具
汽油桶是干嘛的？	陆地载具
汽油桶炸不死人	陆地载具
直播骑摩托艇	海上载具
拿车撞一下摩托艇	海上载具
开快艇那空投啊	海上载具
疯狂摩托艇	海上载具
摩托艇体验。300一位	海上载具
下船太快撞死自己了 哈哈哈	海上载具
破船算了	海上载具
这个船是什么鬼？	海上载具
刷回来也有船呀	海上载具
船怎么过桥	海上载具
主播 我一点都不会玩 能带我上车舔盒子么 嘿嘿	行为1-舔
我想当舔狗 怎么上车	行为1-舔
含泪舔队友的包	行为1-舔
麻瓜队友，舔第一名	行为1-舔
杀队友舔他包	行为1-舔
厕所可以苟活一波	行为2-苟
苟一苟活到九十九	行为2-苟
苟和打野有啥区别	行为2-苟
队友又菜又苟啊~	行为2-苟
宁做枪下鬼，不为苟活人	行为2-苟
这是个水鬼挂	行为2-苟
跳河就成水鬼了	行为2-苟
水鬼不好当	行为2-苟
水鬼上岸	行为2-苟
死于水鬼	行为2-苟
这车跑贼慢	行为3-跑圈
跑吧，没子弹了	行为3-跑圈
跑毒饿了是不是还的吃装甲车呀	行为3-跑圈
月薪一千五请问开什么跑车有排面	行为3-跑圈
抢车快跑	行为3-跑圈
这个圈我玩过	行为3-跑圈
打个装甲车 决赛圈演戏	行为3-跑圈
我决赛圈都不敢开车	行为3-跑圈
车。带油！开进决赛圈！！！	行为3-跑圈
圈内打信号枪有车吗	行为3-跑圈
嘛小鸡，老阴逼恶心，现实见到他眼睛给他踢碎	行为4-老阴逼
没事我就去骂骂，嘛小鸡，老阴逼恶心	行为4-老阴逼
嘛杂，滚，老阴逼，恶心	行为4-老阴逼
嘛杂点灯，就是慈善，老阴逼恶心	行为4-老阴逼
看见老阴逼一次举报十次	行为4-老阴逼
带带老阴逼	行为4-老阴逼
白嫖头目，老阴比	行为4-老阴逼
白嫖之王老阴比	行为4-老阴逼
不懂老阴比的梗能不能别带节奏了	行为4-老阴逼
白嫖头子，老阴比	行为4-老阴逼
怎么打劫一辆装甲车？	行为5-收集装备
停车，打劫	行为5-收集装备
随机打劫读	行为5-收集装备
打劫一波就行了	行为5-收集装备
冲鸭冲鸭 打劫打劫都得死都得死	行为5-收集装备
打野贼六	行为5-收集装备
打野带飞全场？？	行为5-收集装备
我打野能手	行为5-收集装备
打野命苦	行为5-收集装备
打野发育	行为5-收集装备
队友打架 他搜房在	行为5-收集装备
辛辛苦苦搜房子送快递人家还嫌弃	行为5-收集装备
太谨慎了搜房子	行为5-收集装备
搜房子搜一年	行为5-收集装备
不满血搜房收米	行为5-收集装备
抢装备哈哈哈哈哈哈	行为5-收集装备
出绿抢装备	行为5-收集装备
:不抢装备	行为5-收集装备
去打架抢装备吧	行为5-收集装备
呵，向人家学学多抢抢装备（狗头保命）	行为5-收集装备
刚刚不打车就进房子了，非要狼	行为5-收集装备
进房子低头捡药？	行为5-收集装备
进房不打字 只刷花	行为5-收集装备
进房只发表情，严禁打字	行为5-收集装备
都进房啦 开门那	行为5-收集装备
收过路费	行为6-封路
钓鱼执法，留下过路费	行为6-封路
有没有人报销下路费	行为6-封路
这是大哥给的路费	行为6-封路
众筹过路费啦	行为6-封路
英勇投弹手	行为7-炸
英勇投弹手实锤	行为7-炸
亡灵投弹手	行为7-炸
灵魂投弹手	行为7-炸
投弹手冲鸭	行为7-炸
真能蹲点	行为8-蹲点
我先来蹲点	行为8-蹲点
蹲点炸你不是问题	行为8-蹲点
他们蹲点可以蹲一辈子	行为8-蹲点
点位都知道吧。玩多了知道哪个位置有人蹲点很正常吧	行为8-蹲点
好热闹啊，劝架去	行为9-劝架
头都没，还劝架	行为9-劝架
还有劝架这么一说的吗	行为9-劝架
劝架引起众怒	行为9-劝架
极限劝架	行为9-劝架
敢问施主是随缘枪法还是夕阳红枪法？	行为10-菜
夕阳红枪法 和我一样	行为10-菜
夕阳红枪法	行为10-菜
修脚师傅	行为10-菜
专业修脚	行为10-菜
刚刚修脚不是很好	行为10-菜
小心被修脚	行为10-菜
趴下人家能给你修脚	行为10-菜
修脚大师	行为10-菜
学渣落泪	行为10-菜
原来在你眼里我是个学渣吗	行为10-菜
学渣退出直播间	行为10-菜
学渣加油	行为10-菜
学渣下课了	行为10-菜
强行解释，掩饰尴尬的倒地	行为10-菜
下一次倒地已准备就绪	行为10-菜
倒地父子兵	行为10-菜
各种倒地队友	行为10-菜
被倒地的队友挡住了	行为10-菜
倒地的和他队友说楼上的是大哥，快走！	行为10-菜
倒地的一刻，弹幕如潮水般袭来	行为10-菜
倒地的不算伤害的	行为10-菜
对面倒地气死	行为10-菜
跑动的打得准，倒地的永远打不中	行为10-菜
我能喝一整瓶红酒/{xu 喝完直接倒地上而已	行为10-菜
在空中蹦哒了一下倒地	行为10-菜
倒地不能吃吗	行为10-菜
等一下你因为一滴血而倒地就不是这样说的	行为10-菜
人未倒地，已到界面	行为10-菜
说单排的，倒地的你去扶？？？？	行为10-菜
带妹届耻辱，刚进来就看你倒地。	行为10-菜
一声巨响繁华倒地而亡	行为10-菜
一头倒地	行为10-菜
这是倒地的 你小心	行为10-菜
安全区外倒地	行为10-菜
先倒地啊	行为10-菜
遇到大神你跟着 只能补倒地的，还不算人头，体验极差	行为10-菜
上树和树精选一样	行为10-树
狗急上树	行为10-树
猪上树了	行为10-树
用树档子弹啦	行为10-树
树精降临	行为10-树
靠树吃鸡，一苟到底	行为10-树
做个霸主	行为12-战神
学霸，机霸万岁	行为12-战神
我是霸王	行为12-战神
西楚霸王在此，谁敢放肆	行为12-战神
集中帝国兵力干大架	行为12-战神
帝国子弟兵	行为12-战神
帝国村霸，人人喊打	行为12-战神
背后有整个帝国为你撑腰	行为12-战神
帝国人民前来干架	行为12-战神
帝国领土你不能侵犯	行为12-战神
保卫帝国	行为12-战神
国服是神仙服	行为12-战神
什么时候练到弹无虚发那就是绝地的神仙哥哥卡	行为12-战神
都是神仙打架	行为12-战神
真的神仙	行为12-战神
遇见神仙了？	行为12-战神
怎么换服务器呀，亚服神仙多得离谱	行为12-战神
这神仙都打不过  上来两枪头	行为12-战神
。妈耶  这什么神仙节奏	行为12-战神
反向Q 赛神仙	行为12-战神
反向一Q日神仙	行为12-战神
我去 我还以为这是普通排位  这都是神仙打架	行为12-战神
这就是神仙打架。。。无敌	行为12-战神
神仙服。你惹不起！	行为12-战神
你是神仙吧 不睡觉	行为12-战神
估计这局神仙大战	行为12-战神
你是敢和神仙一较高下的男人	行为12-战神
只有高手才会被人喷神仙	行为12-战神
只有高手，才能当校长杀手	行为12-战神
顶级杀手变为校长杀手	行为12-战神
校长杀手上线	行为12-战神
校长杀手已开启	行为12-战神
ak爆头率75%😱😱😱	行为12-战神
爆头挂已开启	行为12-战神
爆头王上线，top1往边上考考	行为12-战神
想上就得多练，每天练3000爆头才能睡	行为12-战神
爆头全靠玄学	行为12-战神
爆头一击	行为12-战神
别问，问就是爆头	行为12-战神
见面爆头	行为12-战神
666移动靶爆头	行为12-战神
90％＋＋＋爆头率	行为12-战神
全是爆头	行为12-战神
这爆头就跟开了锁头一样。。	行为12-战神
这爆头有点狠	行为12-战神
作业是多少个爆头啊	行为12-战神
八倍的应该能爆头	行为12-战神
一枪爆头。	行为12-战神
瞬间爆头	行为12-战神
随缘爆头	行为12-战神
这枪法绝对职业级别的，移动爆头	行为12-战神
不动的话容易被爆头	行为12-战神
枪枪爆头怎么练的，	行为12-战神
一点一个爆头	行为12-战神
爆头全靠抖	行为12-战神
小心爆头	行为12-战神
藏的时候被爆头怎么办？	行为12-战神
近战这么强为啥要架枪？	行为12-开枪
不应该打架枪位	行为12-开枪
分工不明，那就不要架枪位都打突击协同	行为12-开枪
打架枪位就崩了	行为12-开枪
架枪有点弱的	行为12-开枪
。。。。身为架枪滞后位这枪法确实还换下来了	行为12-开枪
斯文 低调 有礼貌   架枪 报点 带着药 最好的CPT	行为12-开枪
真诚架枪	行为12-开枪
看屁股位 架枪位	行为12-开枪
是脏活累活位，断后看屁股架枪	行为12-开枪
主播是突击位置还是架枪位置	行为12-开枪
因为架枪，不打近战	行为12-开枪
有啥可惜的，架枪也能发光发热	行为12-开枪
这阵容谁是架枪位置	行为12-开枪
队友架枪。他在枪口下过	行为12-开枪
架枪的都死了。。	行为12-开枪
刷一个圈死一个架枪的/{gd	行为12-开枪
第一架枪手?	行为12-开枪
基本谁前点谁掏  后点补位置架枪	行为12-开枪
队友们注意架枪	行为12-开枪
该架枪的架枪，该突进的突进	行为12-开枪
4人突击组 2人后援组  2人架枪组	行为12-开枪
每次提前架枪有点厉害👍👍👍👍	行为12-开枪
人家只是每次提前架枪杀人。你们就说人家是挂	行为12-开枪
队友都不帮架枪的	行为12-开枪
你们应该一个架枪两个游泳！没分配	行为12-开枪
去捡吧，我给您架枪	行为12-开枪
找队友架枪	行为12-开枪
你们放心冲我在后面架枪	行为12-开枪
架枪关键的有实力	行为12-开枪
大家都要在同一平台上面，这样可以相互补枪	行为12-开枪
太怂的队友不敢上 补枪都不及时	行为12-开枪
毫无协同和补枪，次次到这个阶段就一个一个死。	行为12-开枪
之前MA4 几个人也是单兵作战，互相之间的协同补枪很差	行为12-开枪
人家都不补枪就你第一时间补	行为12-开枪
敌方卧底   疯狂补枪	行为12-开枪
补枪补到手累	行为12-开枪
喊个人跟你，可以补枪可以救	行为12-开枪
你看些新手都不知道几个人，直接冲脸上补枪	行为12-开枪
你倒在门口，他们也进不去补枪	行为12-开枪
鬼知道那个队友被补枪了	行为12-开枪
你是来拉枪线的	行为12-开枪
拉枪线很细节	行为12-开枪
多拉枪线，多换位置	行为12-开枪
快速拉枪线不完的要死	行为12-开枪
拉枪线走人	行为12-开枪
拉枪线是真的厉害	行为12-开枪
你可以拉枪线啊	行为12-开枪
拉枪线也不好打	行为12-开枪
来一波强袭	行为12-开枪
强袭不易，容易挂	行为12-开枪
强袭一波66666	行为12-开枪
这波强袭打得很稳	行为12-开枪
吃鸡稳如狗	行为12-开枪
吃鸡到后，应有尽有	行为12-开枪
把把吃鸡	行为12-开枪
吃鸡战神，杀人无数	行为12-开枪
不吃鸡不下播	行为12-开枪
刚枪吃鸡，完美无缺	行为12-开枪
有小姐姐打游戏么	身份1-妹子
比心小姐姐	身份1-妹子
可以跟小姐姐一起吃鸡吗	身份1-妹子
小姐姐说话挺可爱	身份1-妹子
被小姐姐勾住了	身份1-妹子
怪琼过分美丽小姐姐 ，阿尼哈撒哟~	身份1-妹子
好漂亮小姐姐	身份1-妹子
这小姐姐真好看	身份1-妹子
你好小姐姐	身份1-妹子
你还欠我一个小姐姐	身份1-妹子
小姐姐，我真崇拜你。	身份1-妹子
撩小姐姐的	身份1-妹子
被别的小姐姐勾住了	身份1-妹子
我去比心找小姐姐玩游戏/{hh	身份1-妹子
小姐姐声音好好听	身份1-妹子
这么漂亮的小姐姐 会打吗	身份1-妹子
心疼小姐姐	身份1-妹子
没有妹子，这鸡索然无味	身份1-妹子
妹子带吃鸡？	身份1-妹子
妹子 自闭了。。。	身份1-妹子
这个妹子好美	身份1-妹子
为什么会有妹子？	身份1-妹子
保镖会武功。神仙打架。还有演	身份2-队友
保佑你	身份2-队友
痛击我的队友保护对面敌人	身份2-队友
又来收保护费啦	身份2-队友
别太着急帮队友吧 保证自己生存先	身份2-队友
隐形守护者	身份2-队友
家的守护者 ，萨瓦迪卡~	身份2-队友
守护者的任务，站在高地狙击敌人，守护她一辈子.	身份2-队友
我就是正义的守护者	身份2-队友
守护在你身边	身份2-队友
四蛆兄弟演绎蛆的精髓	身份2-队友
四蛆兄弟吃鸡来一把	身份2-队友
四蛆兄弟，全体挂机	身份2-队友
奔跑吧，四蛆兄弟	身份2-队友
四排吃鸡来一把	身份2-队友
神奇四匣，欢乐吃鸡	身份2-队友
欢迎收看神奇四匣，绝命快递	身份2-队友
神奇四匣开黑搞笑时刻	身份2-队友
我觉得VSS不好用，主要就是打半天打不死	大类枪
VSS有卵用啊	大类枪
VSS还是阔以的，感觉射速很舒服	大类枪
